,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
10,1162.48,27.0,2.0,0.0,1.0,7.68147,42.52675,29.42155,28.04039,30.86427,36.9345,30.81958,27.05662,18.37523,38.7165,69.08246,70.7345,61.96113,75.62035999999998,82.51071999999998,74.38934,82.39375,72.42106,79.11295,77.63447,39.66528,68.97901999999999,7.51393,1.0,-2.0,0.0,0.9998979568481445,3.9673211382762474e-09,5.873117515875492e-06,5.40858309250325e-06,8.478887320961803e-05,9.156923397313221e-07,4.72959482067381e-06
11,1162.16,26.0,0.0,0.0,1.0,7.5743399999999985,42.90934,28.59986,28.66486,31.14188,36.43796,29.78083,26.00183,17.86062,37.74357,69.5559,70.93274,62.13988000000001,75.37874000000002,82.93544,74.16426,82.71408000000002,71.94677,78.51401,78.59006,30.80708,63.95602,7.30668,2.0,-2.0,2.0,0.011749272234737873,0.5275497436523438,0.44396287202835083,0.012798448093235493,2.4443916117888875e-05,0.0005234605050645769,0.0033917734399437904
12,1161.77,26.0,2.0,0.0,1.0,7.1974800000000005,43.75624000000001,27.5694,29.01593,31.19941,33.45214,28.29721,24.20994,15.85856,36.7329,69.23187,71.30745999999998,62.66105,75.14695999999998,83.85269,73.84766,83.14475999999998,70.86341,76.7787,79.20945,28.23892,65.07552,6.01021,2.0,-2.0,0.0,0.9997878074645996,6.128405516392377e-08,1.0471931091160513e-05,1.229107965627918e-05,0.0001664430892560631,2.2150470613269135e-06,2.050543116638437e-05
13,1161.53,26.0,0.0,1.0,1.0,6.997039999999998,43.67089,27.13288,29.083040000000004,30.86602,31.330540000000006,27.737990000000003,22.87673,14.86058,36.27829000000001,68.75267,71.30826,62.76054,75.0233,83.81484,73.6618,83.32706,70.62826,75.84329,79.34009,28.67418,72.65223,6.61855,3.0,-2.0,2.0,0.02968606725335121,0.520868182182312,0.35253775119781494,0.07565506547689438,0.0003437306440901011,0.0032654348760843277,0.01764381118118763
14,1159.1,23.0,2.0,1.0,1.0,8.0308,45.21974,28.77999,27.49557,22.62436,36.07332,26.6485,21.6193,19.6456,28.05657,70.82146999999998,75.7401,64.48971,76.0487,86.82687,78.16433,81.8631,71.82513,81.3017,85.95669000000002,25.0311,75.82213,7.80702,3.0,-2.0,0.0,0.9988333582878113,1.0851297815861471e-07,6.951891555218026e-05,8.141129364958033e-05,0.0009454315295442939,2.4300135919474997e-05,4.5738859625998884e-05
15,1158.66,23.0,0.0,0.0,1.0,7.19257,45.14918,28.89806,27.32398,19.34739,35.75733,25.34998,21.14661,16.427989999999998,25.98683,71.80230999999998,76.41515,63.99355,75.85133,87.00093000000003,77.93038,82.55386,72.01869,80.08139,86.40873,9.77722,73.36711,6.56272,0.0,-2.0,1.0,0.006933892145752907,0.571155309677124,0.30879566073417664,0.10733376443386078,4.108498615096323e-05,0.0008457704680040479,0.004894673358649015
16,1156.95,21.18,1.0,0.0,1.0,8.211,43.01838,24.5957,24.47385,13.10299,25.89547,18.17534,12.71629,9.23884,29.50643,71.52633,85.09666,61.69167,78.56939,88.95958,73.41014,84.55542,73.12543000000002,78.86279,84.89820999999998,7.86297,70.00986,1.50863,0.0,-2.0,2.0,0.01548116933554411,0.7516225576400757,0.19329863786697388,0.024894721806049347,9.05530177988112e-05,0.0032296543940901756,0.011382540687918663
17,1156.24,20.46,2.0,0.0,1.0,9.06979,45.00408,24.95094,24.31983,15.4044,23.57346,20.21554,14.11424,11.65597,32.16424,66.94805,81.54903,58.39559000000001,83.33072,89.20616,72.41861999999998,83.43782,70.02147,80.10209,84.82455,11.06789,65.58612,4.60744,0.0,-2.0,0.0,0.9999570846557617,4.7339465680806825e-09,8.32406271911168e-07,1.6611481896688929e-06,3.654045212897472e-05,2.4086460825856193e-07,3.5287753235024866e-06
18,1155.76,19.98,0.0,0.0,1.0,8.628589999999999,45.19687,26.335590000000003,26.46973,16.65585,24.86143,21.48342,16.208820000000006,12.83776,35.25377,65.58229,77.83936,56.50415,86.25605999999998,88.7462,70.6592,83.11214,68.19707,79.65894,83.2635,23.69724,57.29908,4.5089,2.0,-2.0,1.0,0.007224526721984148,0.567800760269165,0.40259695053100586,0.018181079998612404,1.8943979739560746e-05,0.0008615812403149903,0.0033160734456032515
19,1153.69,17.9,1.0,0.0,1.0,5.40399,45.35656,27.827790000000004,34.81438,17.3818,29.05393,25.07914,21.5267,14.57402,40.34755,67.6461,70.72458,55.7985,87.29899999999998,85.11795,65.14948000000001,83.20567,68.38194,77.83553,76.62694,26.84186,56.20639,1.49917,2.0,-2.0,1.0,0.020446771755814552,0.47860291600227356,0.4498984217643738,0.0352647639811039,0.00014722179912496358,0.003894220804795623,0.011745653115212917
20,1152.86,17.06,1.0,0.0,1.0,4.70843,45.57705,26.49511,33.83938,17.84844,28.81144,25.09634,21.21809,13.90474,39.29562,67.9153,70.79257,56.54342,83.2461,80.98536999999997,66.70934,83.11189,68.73065,76.90028000000002,76.88362,25.39869,57.37217,1.38057,2.0,-2.0,1.0,0.02483201026916504,0.4585651755332947,0.4477984309196472,0.048194676637649536,0.00024845352163538337,0.005135682411491871,0.015225552953779697
21,1152.18,16.38,1.0,0.0,1.0,4.57636,45.43476,26.4948,32.98493,14.31324,28.81822,24.98338,21.31991,13.7979,38.9099,68.20104,71.07229,57.84119000000001,79.87229,76.78153,67.9218,83.02133,68.82914,76.51315,75.72097,25.58447,58.84242,0.8044899999999999,2.0,-2.0,2.0,0.02495703659951687,0.4531545639038086,0.4336259663105011,0.06490150094032288,0.0002769014972727746,0.005865077488124371,0.017219074070453644
22,1151.54,15.74,2.0,0.0,1.0,4.18435,45.93659,27.68861,32.14631,16.12389,29.29861,24.81498,21.30817,14.073720000000002,37.51927,70.81233,73.86173000000002,60.5745,77.56326999999997,76.17008,68.69726999999999,82.79894,68.60944,76.13668,76.47783000000003,27.03263,62.96835,8.33765,2.0,-2.0,0.0,0.9978941082954407,1.5960759824906745e-08,3.751356871362077e-06,3.708693839143962e-05,0.002031311159953475,1.675971543591004e-05,1.692460682534147e-05
23,1150.79,14.98,0.0,1.0,1.0,4.33427,46.91606,26.779,30.8509,20.68086,32.53651,26.12416,20.47911,17.41408,35.48899,74.45311,80.58313000000003,61.41701,77.82231999999998,79.0492,71.35413,82.18287,70.22835,78.74445,80.30434,30.35172,77.28265,8.53753,3.0,-2.0,0.0,0.014046543277800083,0.5547922253608704,0.3345469832420349,0.07995661348104477,0.00019547926785890013,0.0033310053404420614,0.0131309749558568
24,1148.0,13.0,0.0,0.0,1.0,35.88494,-1.83397,34.02545,12.54859,17.43664,25.77038,18.14556,10.50882,3.31929,28.70551,85.87543000000002,80.82455,71.34111,69.06766,85.16445999999998,72.65375,83.52396999999998,74.58655999999998,82.51515,87.10741999999998,-1.46937,77.37246999999998,3.22419,1.0,-2.0,2.0,0.0016812192043289542,0.6951829195022583,0.23884065449237823,0.062146592885255814,1.4039336519999779e-06,0.0002830806188285351,0.0018642314244061708
25,1148.0,13.0,2.0,0.0,1.0,45.0355,1.22729,14.786829999999998,20.54839,14.47246,23.18184,15.62441,9.63909,2.55395,28.10107,86.2288,80.38091,57.78466,71.72958,84.48543000000002,66.42837,82.86408,73.21084,80.73113000000002,84.52405,-1.73172,78.98444,3.88394,1.0,-2.0,0.0,0.9999446868896484,1.5581091972194372e-09,7.233436463138787e-07,1.0074153351524728e-06,5.101662827655673e-05,1.9557928965241445e-07,2.1210453269304708e-06
26,1148.51,13.06,0.0,0.0,1.0,47.02766,-0.05069,9.48252,23.69036,14.07211,24.02732,15.68873,9.81005,3.55154,28.50093,86.66141999999998,79.6246,55.90031,72.54276999999998,84.49129,69.70993,82.09786,71.2936,80.58234,81.54744000000002,7.3836,57.88984,5.06556,2.0,-2.0,1.0,0.007557968609035015,0.5649733543395996,0.30700814723968506,0.11416415870189667,5.537026299862191e-05,0.0011429684236645699,0.005098061636090279
27,1147.47,11.94,1.0,0.0,1.0,48.44588,1.97325,12.34061,24.06347,15.71512,25.45739,19.49827,12.72904,8.96223,32.74551,87.74549,78.39003000000002,55.21726,73.72659,86.14856999999998,71.49529,81.98895999999998,67.45569,79.84571,79.64086,14.45372,55.20109,1.20743,2.0,-2.0,2.0,0.018090615049004555,0.6468128561973572,0.28851789236068726,0.030701179057359695,0.00013477299944497645,0.004003174602985382,0.011739550158381462
28,1146.79,11.2,2.0,0.0,1.0,48.64402000000001,2.92325,14.41915,21.55232,17.27498,25.73354,20.75273,15.06349,10.9957,35.80058,88.26524,76.73692,56.24659000000001,73.70076999999998,86.00104,71.25726,81.72771,67.17933000000001,78.61442,81.2653,13.20645,58.32542,4.6917800000000005,2.0,-2.0,0.0,0.9999380111694336,3.750492805210115e-09,6.594169690288254e-07,1.1942879609705415e-06,5.672037150361575e-05,3.718971868238441e-07,2.9743221148237353e-06
29,1146.35,10.72,0.0,0.0,1.0,48.75175,3.23433,16.10414,19.71303,17.42534,24.78378,19.84656,13.754920000000002,9.65252,36.86807,87.69396,75.6238,56.60002,72.97492,85.51427,71.88899,82.22466999999997,68.68845999999999,77.34925,82.05474,4.80362,72.68751999999998,4.3659,1.0,-2.0,1.0,0.006667448207736015,0.3591596484184265,0.25389689207077026,0.3688616454601288,0.00014435485354624689,0.0022400985471904278,0.009029923006892204
30,1145.04,9.3,1.0,0.0,1.0,48.62505,4.6721900000000005,26.3533,11.32308,20.98957,22.05048,16.55536,9.16103,7.27393,32.54971,88.50294,71.51234000000002,58.07295,70.46296,85.52869,72.52754,82.66995,72.21847,79.16651999999998,83.22525999999998,4.68709,69.76365,1.51414,1.0,-2.0,1.0,0.0044225528836250305,0.6825199723243713,0.27391955256462097,0.03234614059329033,1.0877896784222685e-05,0.0017135870875790715,0.005067182704806328
31,1144.4,8.6,1.0,0.0,1.0,48.73506,10.42084,32.28733,10.10726,24.91384,23.26411,19.6548,12.80783,9.8646,33.40079,88.21471,66.80154,59.54558000000001,70.61652,86.55183000000002,71.27027,82.33586,71.83536,78.65335999999998,82.4412,12.1079,65.81466,1.53338,1.0,-2.0,1.0,0.007112307474017143,0.6160844564437866,0.3085917830467224,0.05584970489144325,3.872773231705651e-05,0.003085913136601448,0.009237169288098812
32,1143.8,7.95,1.0,0.0,1.0,48.7608,18.913120000000006,37.0639,9.66439,27.326220000000006,24.82584,22.29779,18.39406,12.39719,36.23019,88.55554000000002,67.19876,62.26739,72.38141999999998,85.46907,69.94093000000001,82.26254,70.65146999999997,77.83619,80.67527,20.58231,66.29486999999999,0.5432600000000001,1.0,-2.0,6.0,0.026458285748958588,0.40467238426208496,0.2761370539665222,0.24113160371780396,0.0006491473177447915,0.010796019807457924,0.04015541449189186
33,1142.72,6.78,6.0,0.0,1.0,48.70187,29.519540000000006,41.02281,9.91389,26.13583,33.77913,27.76809,25.39742,18.27484,40.24635,88.92814,77.58215,67.33213,72.9923,83.35318000000002,71.52493,81.12764,77.4284,80.34612,83.3578,28.98412,77.86386,6.8593600000000015,1.0,-2.0,0.0,0.9937368631362915,8.375415063710534e-07,8.484873978886753e-05,0.0010398536687716842,0.004812097176909447,3.5287768696434796e-05,0.00029008014826104045
34,1132.81,26.79,4.0,1.0,1.0,37.3491,28.59712,11.60693,24.42887,29.80081,27.71995,27.365240000000004,30.601740000000003,20.28504,18.36818,12.59577,19.81147,11.88964,9.38552,6.92271,43.08348,8.34972,24.151020000000006,10.85983,4.89496,25.78021,8.008230000000001,5.0410900000000005,3.0,-2.0,1.0,0.004980380646884441,0.5956999063491821,0.39311742782592773,0.0042571104131639,1.8607934180181473e-06,0.0003983314672950655,0.001545074861496687
35,1131.95,35.0,1.0,1.0,1.0,40.21677,25.5996,11.85934,23.7863,27.73872,25.83989,27.73872,31.68257,21.95567,26.79945,14.63952,20.92926,6.34711,11.13743,7.0171899999999985,46.79362,7.0171899999999985,29.173920000000006,9.64222,2.94517,24.40352,9.9656,1.45619,3.0,-2.0,0.0,0.020398849621415138,0.46709299087524414,0.47579845786094666,0.022303249686956406,0.0001061766961356625,0.004780344665050507,0.009519942104816437
36,1131.0,35.0,0.0,1.0,1.0,26.3992,22.53695,25.18426,19.09509,33.87962,26.19594,26.1877,29.36596,13.43391,38.74506,57.54996,65.35240999999999,4.87007,-1.53092,82.54007,62.17324,75.65178,63.98958,70.15715,79.35629,15.97955,-0.5282100000000001,1.76363,3.0,-2.0,2.0,4.85157361254096e-05,0.03274420648813248,0.9672073721885681,2.8216837222316826e-07,2.128200366586716e-13,1.4009335913556242e-08,7.614409014422563e-08
37,1131.0,35.0,2.0,1.0,1.0,21.28111,28.07155,25.16835,19.12426,32.16487,26.41683,25.85797,29.106820000000006,13.30256,38.38512,60.1273,68.5549,4.99695,-0.90385,85.72166,64.97847,78.83433000000002,67.05001,72.51238000000002,77.81564,19.40205,2.43336,5.64551,3.0,-2.0,0.0,0.9999494552612305,6.90130761427099e-08,4.9016380216926336e-05,2.036200470456606e-07,1.246304321966818e-07,5.09520283742404e-08,1.304197098761506e-06
38,1131.0,35.0,0.0,0.0,1.0,17.30153,32.18796,25.60516,19.17931,31.96923,25.16994,25.42876,28.77696,13.18903,37.90128,62.37524000000001,70.34358,6.45748,0.51358,87.49918000000002,66.88978,80.87722,69.25719000000001,74.07242,76.54123,22.2671,6.89601,1.52359,2.0,-2.0,1.0,5.363272430258803e-05,0.8764379620552063,0.12350789457559586,7.59423386398339e-08,3.8822515081166076e-14,1.1028420843217646e-08,2.79503780120649e-07
39,1130.6,35.0,1.0,0.0,1.0,9.45268,39.20077,26.99743,18.93569,32.36577,22.02879,25.52285,28.0816,12.29969,37.36456,68.20742,72.84705,15.58688,9.94368,88.09461999999998,71.05072,84.73192,72.39856,76.3666,74.99441,26.48713,16.68969,1.19734,2.0,-2.0,1.0,4.163788253208622e-05,0.9896342754364014,0.010322555899620056,8.85799096295159e-08,8.48986571148902e-13,9.305022530270435e-08,1.0721282706072088e-06
40,1129.72,34.28,1.0,0.0,1.0,5.83294,41.96628,29.18956,18.79,32.17305,22.1076,27.09105,28.13513,12.28849,38.28278,72.99108000000003,73.87122,25.23124,21.41933,88.22875,73.91244,85.07446999999998,71.90805999999998,77.08806,76.48213,29.46605,27.01544,1.37971,2.0,-2.0,1.0,0.00019508482364472002,0.9702075123786926,0.029585691168904305,1.3294622931425693e-06,5.6532969278100254e-11,9.191377330353134e-07,9.304597369919065e-06
41,1128.68,33.24,1.0,0.0,1.0,5.283919999999998,42.05074000000001,32.09534,19.32403,32.53376,23.71323,29.9016,29.215940000000003,12.59443,39.26675,77.78181,74.75277,37.44774,35.73029000000001,87.78781,76.18321999999998,84.82516,69.95645,77.63369,79.04901,33.48973,39.46111,1.30691,2.0,-2.0,1.0,0.0010952919255942106,0.870688796043396,0.1280597597360611,3.901149466400966e-05,6.429975218935624e-09,1.3157172361388803e-05,0.00010410428512841463
42,1127.63,32.2,1.0,0.0,1.0,8.90784,41.44457,35.37831,20.56912,32.30191,23.273000000000003,30.15883,31.124740000000006,14.10399,39.48107,82.01894,75.5304,49.03341,49.10258,86.61873,75.32208,84.8441,69.13214,78.21243,78.6857,35.48936,50.84489,0.89244,2.0,-2.0,2.0,0.0070528751239180565,0.5668671727180481,0.42297422885894775,0.0014984492445364594,1.4852724916636362e-06,0.00024083189782686532,0.0013650525361299515
43,1126.71,31.28,2.0,0.0,1.0,17.224320000000002,41.577,37.14309,21.81465,31.855320000000006,23.87194,30.9823,33.5293,16.21988,39.91716,86.02371,75.75948000000002,57.20274000000001,58.87971999999999,86.79996,72.64126,84.19535,68.76571,80.58573,78.39135999999998,38.71336,60.00301,4.96288,2.0,-2.0,0.0,0.9999527931213379,9.728358207894416e-08,9.953884728020057e-06,2.364437705182354e-06,2.0827947082580067e-05,7.049767418720876e-07,1.3176673746784218e-05
44,1126.39,30.96,0.0,0.0,1.0,21.01217,42.04695,35.83206,22.29565,31.75194,24.31546,31.19916,34.72508,17.18056,40.34817,87.10641,74.59095,58.71761,61.34906,86.8939,71.98674,84.33845,69.23099,81.30644000000002,78.07155999999998,42.02719,71.51374,5.14935,1.0,-2.0,2.0,0.019047362729907036,0.3988305330276489,0.5484331250190735,0.026339981704950333,3.674270919873379e-05,0.000914871459826827,0.006397338584065437
45,1123.54,28.12,2.0,0.0,1.0,48.41606,44.80536,11.18565,29.30092,29.1412,27.166490000000003,31.04541,39.75184,19.89591,40.30322,87.16989000000002,72.98038000000003,67.55954,68.04503000000001,83.55305,71.72598,84.02063000000003,75.73298,80.29903,85.72284,42.24302,71.65818,7.820310000000001,1.0,-2.0,0.0,0.9999256134033203,5.643431277846389e-10,2.664482508407673e-06,2.787048742902698e-06,6.684867548756301e-05,4.832432978219003e-07,1.640882601350313e-06
46,1123.21,27.8,0.0,1.0,1.0,48.54565,45.00852,10.04634,29.77433,28.82485,28.10293,30.93778,38.74672,18.92012,39.7983,86.74302,72.8877,67.12053,68.03524,83.26373000000002,70.48096,82.92184,75.2502,79.37467,85.43476,32.97665,67.68458000000001,7.61498,3.0,-2.0,2.0,0.014693434350192547,0.3154952824115753,0.6161289811134338,0.04891974851489067,3.2884290703805164e-05,0.0006097177392803133,0.004119833931326866
47,1122.73,27.32,2.0,1.0,1.0,48.22823,44.94075,9.03744,30.09218,27.398190000000003,29.03652,29.73727,36.54879,18.46862,38.91514,86.6902,72.70749,66.76919000000001,67.56719,82.07278000000002,69.11064,81.08017,74.18656999999997,78.43630999999998,84.97814,30.4327,67.87303,8.03764,3.0,-2.0,0.0,0.9997373223304749,2.093046091999895e-08,4.734515823656693e-05,1.6695745216566138e-05,0.00018330018792767078,5.254260941001121e-06,1.0077607839775737e-05
48,1121.85,26.45,0.0,3.0,1.0,48.14773,44.8874,8.97644,30.967340000000004,23.45369,25.98307,25.59496,32.8587,22.42225,31.26821,86.75613,72.96184000000002,66.52438000000001,66.22171999999999,83.70383000000002,68.90286,82.10649000000002,75.7794,81.51366999999998,86.50158,24.91383,84.53891,8.40358,4.0,-2.0,3.0,0.03383459523320198,0.2282858043909073,0.3471083343029022,0.33763328194618225,0.003196013392880559,0.017475971952080727,0.03246584162116051
49,1121.21,25.8,3.0,3.0,1.0,47.02218,44.49056,9.00055,30.89447,23.15141,21.60074,24.36331,30.89399,22.17978,25.42309,87.14728000000002,72.98659,67.22519,66.6027,86.19584,70.57282,84.56583,79.57226999999997,85.53777,87.48443,23.16548,87.44117,9.40823,4.0,0.0,5.0,0.6854839324951172,3.6000353702547727e-06,0.0014336028834804893,0.013578523881733418,0.26182326674461365,0.037389110773801804,0.0002878515515476465
50,1116.0,35.0,5.0,3.0,1.0,30.24463,18.25304,15.17484,32.932179999999995,24.25501,25.76139,30.85993,18.58413,18.81863,31.48457,67.52409,80.96428,68.54079,81.14574,74.40204,66.8469,83.50202,77.25855,83.60214,78.87250999999998,23.93622,74.68311,9.63014,4.0,0.0,4.0,0.18806174397468567,1.2212572983116843e-05,0.0006257263594307005,0.005282591097056866,0.5000531673431396,0.30591288208961487,5.1752853323705494e-05
51,1097.66,35.0,4.0,1.0,1.0,37.40035,19.86957,33.37872,25.11303,23.75577,25.63935,27.26501,23.87428,18.07301,22.75251,17.57933,12.21857,4.96911,4.62126,10.58954,49.94167,5.81893,11.31138,26.86948,8.26356,26.04919,3.79512,8.61975,3.0,0.0,2.0,0.0013851691037416458,0.809852123260498,0.18749374151229858,0.0008300092304125428,1.9026504105568165e-07,0.00011431679013185203,0.0003243651008233428
52,1096.32,35.0,2.0,1.0,1.0,41.26336,14.19507,39.18391,23.31521,29.95213,26.43802,28.4995,28.43076,19.41856,23.72914,20.55114,9.1046,4.15605,3.43327,13.27288,55.42234000000001,5.9760300000000015,18.94635,27.05473,5.61705,20.09851,3.76834,2.05865,3.0,0.0,0.0,0.9994679689407349,4.291021014068974e-06,0.0003402180736884475,2.7585574571276084e-05,4.779747177963145e-05,8.386777153646108e-06,0.00010373887926107273
53,1096.04,35.0,0.0,0.0,1.0,42.40652,11.83635,41.09616,23.34285,30.45931,26.75243,28.81842,28.54898,18.5762,23.21047,23.47999,10.18284,5.76635,3.70682,17.91827,56.57956,7.74255,22.02867,28.30172,7.0847,14.75147,8.71198,3.16337,1.0,0.0,1.0,0.002109126653522253,0.6016097664833069,0.3941776752471924,0.0017618689453229308,1.1799524912703419e-07,4.519645881373435e-05,0.0002960729761980474
54,1095.31,34.83,1.0,0.0,1.0,44.78733,6.61177,44.19642,23.52767,27.52631,27.21742,29.54381,27.4026,13.740470000000002,23.080920000000006,34.2017,17.94576,13.11101,7.8010899999999985,32.44425,60.06509000000001,16.49475,32.58037,34.825720000000004,13.59696,7.405189999999998,18.7143,1.41185,1.0,0.0,1.0,0.0006020740256644785,0.8208155632019043,0.17811283469200134,0.0003398153348825872,9.32185795221585e-09,2.6463620088179596e-05,0.00010319843568140641
55,1094.62,34.15,1.0,0.0,1.0,46.38399999999999,4.5533800000000015,44.03919000000001,23.26796,33.50623,27.6479,29.814,27.07422,9.11615,25.22697,45.86717,28.74913,22.41564,15.85859,43.77037,64.4565,28.69344,44.07153,45.27506,23.26417,6.06276,29.79773,0.639,1.0,0.0,1.0,0.0003234106407035142,0.9188149571418762,0.08064855635166168,0.00014278999879024923,2.9309261684318244e-09,1.3351437701203395e-05,5.695306754205376e-05
56,1093.12,32.67,1.0,0.0,1.0,47.03584,8.01228,36.34886,22.11754,37.67672,28.89382,28.158690000000004,21.92397,11.17024,32.388290000000005,69.33648000000001,48.30013,40.31991,38.00934,69.11188,73.08015,58.59562,63.23968000000001,68.23291,48.44442,8.15311,50.62285,0.94578,1.0,0.0,1.0,0.003047688864171505,0.85845947265625,0.13577216863632202,0.0015702520031481981,9.239088853973954e-07,0.00024143647169694304,0.0009080393356271088
57,1092.27,31.83,1.0,0.0,1.0,46.99599,9.29378,30.84698,21.84989,34.5946,29.14166,25.37051,17.31939,14.14552,34.53183,79.12756,58.64789,49.40685,50.89902,79.12737,72.76151999999998,72.42153,67.37782,75.12201,62.17728,10.30682,60.07212,1.134,1.0,0.0,2.0,0.01593111641705036,0.6430985927581787,0.31248703598976135,0.01892637461423874,6.239936919882894e-05,0.0021716461051255465,0.007322885096073151
58,1091.66,31.24,2.0,0.0,1.0,47.40315,10.55824,27.22704,21.88624,32.30173,28.39451,23.825,16.130370000000006,14.82931,35.59163,84.20415,60.35331,55.03995,59.72658000000001,82.428,71.15638,78.91675,68.57240999999999,77.4602,69.39364,13.48543,59.4966,4.56845,1.0,0.0,0.0,0.9999895095825195,1.892482792698047e-08,2.1554026261583203e-06,4.442447618657752e-07,4.3427326090750284e-06,9.752026386422585e-08,3.6091244055569405e-06
59,1091.34,30.92,0.0,0.0,1.0,47.87103,10.10065,26.03465,21.45975,31.17898,27.944370000000006,24.44524,16.67416,14.548379999999998,36.40679,86.20075,61.47718,57.76206,63.94845,82.50834,70.31617,80.55044000000002,69.2521,77.90451999999998,71.83017,23.14375,58.38081999999999,4.82495,2.0,0.0,2.0,0.005107903853058815,0.7429404258728027,0.2438170462846756,0.0064572421833872795,3.415890432734159e-06,0.00020446233975235373,0.001469592796638608
